t,Vin,Vout
+4.55000E-03,+486.39063E-03,+2.18750E-03
+4.56000E-03,+485.57031E-03,+820.31E-06
+4.57000E-03,+485.57031E-03,+1.91406E-03
+4.58000E-03,+484.47656E-03,+1.91406E-03
+4.59000E-03,+486.11719E-03,+1.36719E-03
+4.60000E-03,+485.02344E-03,+3.00781E-03
+4.61000E-03,+485.29688E-03,+0.0E+00
+4.62000E-03,+485.29688E-03,+3.55469E-03
+4.63000E-03,+485.02344E-03,+0.0E+00
+4.64000E-03,+486.11719E-03,+2.73438E-03
+4.65000E-03,+484.75000E-03,+1.09375E-03
+4.66000E-03,+486.39063E-03,+1.36719E-03
+4.67000E-03,+485.29688E-03,+2.73438E-03
+4.68000E-03,+485.02344E-03,-273.44E-06
+4.69000E-03,+485.84375E-03,+3.55469E-03
+4.70000E-03,+484.47656E-03,+0.0E+00
+4.71000E-03,+485.84375E-03,+3.00781E-03
+4.72000E-03,+484.75000E-03,+1.64063E-03
+4.73000E-03,+485.57031E-03,+1.09375E-03
+4.74000E-03,+485.29688E-03,+3.00781E-03
+4.75000E-03,+484.47656E-03,+0.0E+00
+4.76000E-03,+485.29688E-03,+3.55469E-03
+4.77000E-03,+484.75000E-03,-273.44E-06
+4.78000E-03,+485.29688E-03,+2.46094E-03
+4.79000E-03,+485.57031E-03,+1.64063E-03
+4.80000E-03,+484.20313E-03,+546.88E-06
+4.81000E-03,+484.75000E-03,+3.00781E-03
+4.82000E-03,+484.47656E-03,-546.88E-06
+4.83000E-03,+485.57031E-03,+4.10156E-03
+4.84000E-03,+485.29688E-03,+546.88E-06
+4.85000E-03,+484.47656E-03,+2.46094E-03
+4.86000E-03,+485.29688E-03,+1.64063E-03
+4.87000E-03,+484.20313E-03,+820.31E-06
+4.88000E-03,+486.11719E-03,+3.28125E-03
+4.89000E-03,+484.75000E-03,+273.44E-06
+4.90000E-03,+485.29688E-03,+3.82813E-03
+4.91000E-03,+485.29688E-03,+0.0E+00
+4.92000E-03,+484.47656E-03,+2.73438E-03
+4.93000E-03,+485.29688E-03,+1.36719E-03
+4.94000E-03,+483.92969E-03,+1.64063E-03
+4.95000E-03,+484.75000E-03,+3.00781E-03
+4.96000E-03,+483.65625E-03,+273.44E-06
+4.97000E-03,+484.47656E-03,+3.55469E-03
+4.98000E-03,+485.29688E-03,+546.88E-06
+4.99000E-03,+484.20313E-03,+3.28125E-03
+5.00000E-03,+485.02344E-03,+1.91406E-03
+5.01000E-03,+483.92969E-03,+1.91406E-03
+5.02000E-03,+485.29688E-03,+3.00781E-03
+5.03000E-03,+485.29688E-03,+1.36719E-03
+5.04000E-03,+484.75000E-03,+3.55469E-03
+5.05000E-03,+485.02344E-03,+1.09375E-03
+5.06000E-03,+484.20313E-03,+3.55469E-03
+5.07000E-03,+484.47656E-03,+1.64063E-03
+5.08000E-03,+485.02344E-03,+2.18750E-03
+5.09000E-03,+484.20313E-03,+2.46094E-03
+5.10000E-03,+484.75000E-03,+1.09375E-03
+5.11000E-03,+483.92969E-03,+3.55469E-03
+5.12000E-03,+484.75000E-03,+546.88E-06
+5.13000E-03,+484.47656E-03,+3.00781E-03
+5.14000E-03,+484.20313E-03,+820.31E-06
+5.15000E-03,+485.02344E-03,+3.00781E-03
+5.16000E-03,+483.92969E-03,+2.18750E-03
+5.17000E-03,+485.02344E-03,+820.31E-06
+5.18000E-03,+484.20313E-03,+3.00781E-03
+5.19000E-03,+485.02344E-03,+820.31E-06
+5.20000E-03,+484.75000E-03,+3.00781E-03
+5.21000E-03,+484.75000E-03,+820.31E-06
+5.22000E-03,+485.29688E-03,+2.73438E-03
+5.23000E-03,+484.20313E-03,+1.91406E-03
+5.24000E-03,+485.02344E-03,+546.88E-06
+5.25000E-03,+484.47656E-03,+2.46094E-03
+5.26000E-03,+484.20313E-03,-273.44E-06
+5.27000E-03,+484.47656E-03,+3.28125E-03
+5.28000E-03,+483.65625E-03,+0.0E+00
+5.29000E-03,+485.02344E-03,+2.18750E-03
+5.30000E-03,+483.92969E-03,+1.09375E-03
+5.31000E-03,+485.02344E-03,+820.31E-06
+5.32000E-03,+483.65625E-03,+2.73438E-03
+5.33000E-03,+483.38281E-03,+0.0E+00
+5.34000E-03,+485.02344E-03,+3.82813E-03
+5.35000E-03,+484.20313E-03,-273.44E-06
+5.36000E-03,+484.75000E-03,+3.28125E-03
+5.37000E-03,+484.20313E-03,+1.36719E-03
+5.38000E-03,+483.92969E-03,+1.09375E-03
+5.39000E-03,+484.47656E-03,+3.55469E-03
+5.40000E-03,+484.20313E-03,+0.0E+00
+5.41000E-03,+484.75000E-03,+3.55469E-03
+5.42000E-03,+483.10938E-03,-273.44E-06
+5.43000E-03,+484.20313E-03,+3.00781E-03
+5.44000E-03,+483.92969E-03,+1.36719E-03
+5.45000E-03,+483.92969E-03,+1.36719E-03
+5.46000E-03,+485.02344E-03,+2.73438E-03
+5.47000E-03,+483.92969E-03,+0.0E+00
+5.48000E-03,+484.75000E-03,+3.28125E-03
+5.49000E-03,+484.75000E-03,+273.44E-06
+5.50000E-03,+484.47656E-03,+3.00781E-03
+5.51000E-03,+485.29688E-03,+1.36719E-03
+5.52000E-03,+483.92969E-03,+1.64063E-03
+5.53000E-03,+485.02344E-03,+2.73438E-03
+5.54000E-03,+483.92969E-03,+546.88E-06
+5.55000E-03,+485.02344E-03,+3.00781E-03
+5.56000E-03,+484.47656E-03,+273.44E-06
+5.57000E-03,+484.20313E-03,+3.00781E-03
+5.58000E-03,+485.02344E-03,+1.09375E-03
+5.59000E-03,+484.20313E-03,+1.64063E-03
+5.60000E-03,+485.29688E-03,+2.46094E-03
+5.61000E-03,+485.29688E-03,+1.09375E-03
+5.62000E-03,+484.75000E-03,+3.28125E-03
+5.63000E-03,+485.29688E-03,+1.09375E-03
+5.64000E-03,+484.47656E-03,+3.00781E-03
+5.65000E-03,+485.57031E-03,+1.64063E-03
+5.66000E-03,+485.29688E-03,+2.73438E-03
+5.67000E-03,+485.29688E-03,+2.46094E-03
+5.68000E-03,+485.57031E-03,+1.36719E-03
+5.69000E-03,+484.47656E-03,+3.55469E-03
+5.70000E-03,+485.84375E-03,+1.09375E-03
+5.71000E-03,+484.47656E-03,+3.82813E-03
+5.72000E-03,+485.84375E-03,+1.36719E-03
+5.73000E-03,+485.29688E-03,+3.55469E-03
+5.74000E-03,+484.47656E-03,+2.18750E-03
+5.75000E-03,+485.57031E-03,+2.46094E-03
+5.76000E-03,+484.47656E-03,+3.55469E-03
+5.77000E-03,+485.29688E-03,+1.36719E-03
+5.78000E-03,+484.75000E-03,+4.10156E-03
+5.79000E-03,+484.20313E-03,+1.36719E-03
+5.80000E-03,+484.47656E-03,+3.55469E-03
+5.81000E-03,+484.47656E-03,+2.46094E-03
+5.82000E-03,+485.57031E-03,+1.91406E-03
+5.83000E-03,+485.02344E-03,+3.55469E-03
+5.84000E-03,+485.02344E-03,+1.09375E-03
+5.85000E-03,+485.29688E-03,+3.82813E-03
+5.86000E-03,+484.47656E-03,+820.31E-06
+5.87000E-03,+485.84375E-03,+3.55469E-03
+5.88000E-03,+484.47656E-03,+1.64063E-03
+5.89000E-03,+485.57031E-03,+1.91406E-03
+5.90000E-03,+484.75000E-03,+3.55469E-03
+5.91000E-03,+484.75000E-03,+546.88E-06
+5.92000E-03,+485.84375E-03,+4.10156E-03
+5.93000E-03,+484.75000E-03,+546.88E-06
+5.94000E-03,+485.84375E-03,+3.55469E-03
+5.95000E-03,+484.47656E-03,+1.91406E-03
+5.96000E-03,+484.47656E-03,+1.91406E-03
+5.97000E-03,+485.29688E-03,+3.82813E-03
+5.98000E-03,+484.20313E-03,+820.31E-06
+5.99000E-03,+485.84375E-03,+4.64844E-03
+6.00000E-03,+483.92969E-03,+1.36719E-03
+6.01000E-03,+485.02344E-03,+3.55469E-03
+6.02000E-03,+485.02344E-03,+2.73438E-03
+6.03000E-03,+484.75000E-03,+2.18750E-03
+6.04000E-03,+485.57031E-03,+4.10156E-03
+6.05000E-03,+484.20313E-03,+273.44E-06
+6.06000E-03,+484.47656E-03,+4.37500E-03
+6.07000E-03,+483.92969E-03,+1.09375E-03
+6.08000E-03,+484.75000E-03,+3.28125E-03
+6.09000E-03,+484.75000E-03,+3.00781E-03
+6.10000E-03,+484.20313E-03,+1.64063E-03
+6.11000E-03,+484.47656E-03,+4.37500E-03
+6.12000E-03,+483.92969E-03,+0.0E+00
+6.13000E-03,+484.75000E-03,+3.82813E-03
+6.14000E-03,+484.47656E-03,+1.36719E-03
+6.15000E-03,+483.65625E-03,+2.46094E-03
+6.16000E-03,+483.92969E-03,+2.46094E-03
+6.17000E-03,+483.10938E-03,+820.31E-06
+6.18000E-03,+484.47656E-03,+3.55469E-03
+6.19000E-03,+483.65625E-03,+546.88E-06
+6.20000E-03,+484.20313E-03,+3.82813E-03
+6.21000E-03,+483.92969E-03,+820.31E-06
+6.22000E-03,+483.10938E-03,+2.73438E-03
+6.23000E-03,+484.47656E-03,+2.18750E-03
+6.24000E-03,+483.10938E-03,+1.09375E-03
+6.25000E-03,+484.47656E-03,+3.55469E-03
+6.26000E-03,+483.92969E-03,+820.31E-06
+6.27000E-03,+483.10938E-03,+3.55469E-03
+6.28000E-03,+483.92969E-03,+1.09375E-03
+6.29000E-03,+483.10938E-03,+1.91406E-03
+6.30000E-03,+483.65625E-03,+1.91406E-03
+6.31000E-03,+483.38281E-03,+820.31E-06
+6.32000E-03,+482.83594E-03,+2.73438E-03
+6.33000E-03,+484.20313E-03,+273.44E-06
+6.34000E-03,+483.10938E-03,+2.73438E-03
+6.35000E-03,+485.29688E-03,+546.88E-06
+6.36000E-03,+483.38281E-03,+2.46094E-03
+6.37000E-03,+483.92969E-03,+1.91406E-03
+6.38000E-03,+483.92969E-03,+1.36719E-03
+6.39000E-03,+483.38281E-03,+3.00781E-03
+6.40000E-03,+485.57031E-03,+546.88E-06
+6.41000E-03,+483.65625E-03,+3.00781E-03
+6.42000E-03,+484.20313E-03,+546.88E-06
+6.43000E-03,+483.65625E-03,+2.46094E-03
+6.44000E-03,+483.38281E-03,+1.36719E-03
+6.45000E-03,+484.75000E-03,+820.31E-06
+6.46000E-03,+483.65625E-03,+2.73438E-03
+6.47000E-03,+483.92969E-03,+273.44E-06
+6.48000E-03,+483.10938E-03,+2.73438E-03
+6.49000E-03,+483.65625E-03,+273.44E-06
+6.50000E-03,+484.20313E-03,+2.46094E-03
+6.51000E-03,+483.65625E-03,+1.09375E-03
+6.52000E-03,+484.75000E-03,+1.36719E-03
+6.53000E-03,+482.83594E-03,+2.18750E-03
+6.54000E-03,+483.65625E-03,+546.88E-06
+6.55000E-03,+483.92969E-03,+3.00781E-03
+6.56000E-03,+483.38281E-03,+273.44E-06
+6.57000E-03,+483.65625E-03,+2.73438E-03
+6.58000E-03,+482.56250E-03,+1.91406E-03
+6.59000E-03,+483.38281E-03,+1.64063E-03
+6.60000E-03,+482.56250E-03,+2.73438E-03
+6.61000E-03,+483.38281E-03,+0.0E+00
+6.62000E-03,+483.65625E-03,+3.55469E-03
+6.63000E-03,+482.56250E-03,+546.88E-06
+6.64000E-03,+483.38281E-03,+2.18750E-03
+6.65000E-03,+482.56250E-03,+1.91406E-03
+6.66000E-03,+483.92969E-03,+820.31E-06
+6.67000E-03,+483.38281E-03,+3.00781E-03
+6.68000E-03,+482.56250E-03,-273.44E-06
+6.69000E-03,+483.38281E-03,+3.28125E-03
+6.70000E-03,+482.83594E-03,+0.0E+00
+6.71000E-03,+483.38281E-03,+2.18750E-03
+6.72000E-03,+483.92969E-03,+1.36719E-03
+6.73000E-03,+483.38281E-03,+546.88E-06
+6.74000E-03,+483.92969E-03,+3.28125E-03
+6.75000E-03,+482.83594E-03,+0.0E+00
+6.76000E-03,+484.20313E-03,+3.82813E-03
+6.77000E-03,+483.65625E-03,+273.44E-06
+6.78000E-03,+484.20313E-03,+2.46094E-03
+6.79000E-03,+483.65625E-03,+1.91406E-03
+6.80000E-03,+483.10938E-03,+273.44E-06
+6.81000E-03,+483.65625E-03,+3.28125E-03
+6.82000E-03,+483.38281E-03,-546.88E-06
+6.83000E-03,+483.92969E-03,+2.73438E-03
+6.84000E-03,+483.65625E-03,-546.88E-06
+6.85000E-03,+483.38281E-03,+1.91406E-03
+6.86000E-03,+484.20313E-03,+1.91406E-03
+6.87000E-03,+483.10938E-03,+546.88E-06
+6.88000E-03,+484.20313E-03,+3.28125E-03
+6.89000E-03,+483.10938E-03,+0.0E+00
+6.90000E-03,+483.10938E-03,+3.00781E-03
+6.91000E-03,+482.83594E-03,+546.88E-06
+6.92000E-03,+482.01563E-03,+1.64063E-03
+6.93000E-03,+483.65625E-03,+1.91406E-03
+6.94000E-03,+482.56250E-03,+0.0E+00
+6.95000E-03,+483.38281E-03,+2.46094E-03
+6.96000E-03,+483.10938E-03,-273.44E-06
+6.97000E-03,+482.83594E-03,+2.73438E-03
+6.98000E-03,+483.92969E-03,+273.44E-06
+6.99000E-03,+483.10938E-03,+1.09375E-03
+7.00000E-03,+484.20313E-03,+1.91406E-03
+7.01000E-03,+482.83594E-03,+0.0E+00
+7.02000E-03,+483.38281E-03,+2.18750E-03
+7.03000E-03,+483.65625E-03,-546.88E-06
+7.04000E-03,+482.56250E-03,+2.18750E-03
+7.05000E-03,+483.92969E-03,+273.44E-06
+7.06000E-03,+482.01563E-03,+1.36719E-03
+7.07000E-03,+483.38281E-03,+1.09375E-03
+7.08000E-03,+482.28906E-03,-273.44E-06
+7.09000E-03,+483.10938E-03,+1.91406E-03
+7.10000E-03,+482.28906E-03,-546.88E-06
+7.11000E-03,+482.01563E-03,+2.18750E-03
+7.12000E-03,+482.56250E-03,+0.0E+00
+7.13000E-03,+482.28906E-03,+1.36719E-03
+7.14000E-03,+482.56250E-03,+820.31E-06
+7.15000E-03,+482.28906E-03,+273.44E-06
+7.16000E-03,+481.74219E-03,+1.64063E-03
+7.17000E-03,+482.56250E-03,-546.88E-06
+7.18000E-03,+482.01563E-03,+2.18750E-03
+7.19000E-03,+482.28906E-03,-820.31E-06
+7.20000E-03,+482.56250E-03,+1.91406E-03
+7.21000E-03,+482.01563E-03,+820.31E-06
+7.22000E-03,+482.83594E-03,+1.09375E-03
+7.23000E-03,+481.74219E-03,+1.91406E-03
+7.24000E-03,+482.56250E-03,-273.44E-06
+7.25000E-03,+482.28906E-03,+2.46094E-03
+7.26000E-03,+482.01563E-03,-820.31E-06
+7.27000E-03,+482.28906E-03,+2.18750E-03
+7.28000E-03,+481.46875E-03,+273.44E-06
+7.29000E-03,+482.56250E-03,+546.88E-06
+7.30000E-03,+481.19531E-03,+1.64063E-03
+7.31000E-03,+482.28906E-03,-546.88E-06
+7.32000E-03,+482.01563E-03,+2.18750E-03
+7.33000E-03,+480.92188E-03,-1.09375E-03
+7.34000E-03,+482.28906E-03,+2.46094E-03
+7.35000E-03,+480.92188E-03,-546.88E-06
+7.36000E-03,+482.56250E-03,+1.09375E-03
+7.37000E-03,+480.92188E-03,+1.09375E-03
+7.38000E-03,+481.46875E-03,-820.31E-06
+7.39000E-03,+482.01563E-03,+2.18750E-03
+7.40000E-03,+481.19531E-03,-1.09375E-03
+7.41000E-03,+483.38281E-03,+2.46094E-03
+7.42000E-03,+481.46875E-03,-273.44E-06
+7.43000E-03,+482.01563E-03,+1.09375E-03
+7.44000E-03,+482.28906E-03,+1.64063E-03
+7.45000E-03,+481.74219E-03,-546.88E-06
+7.46000E-03,+482.83594E-03,+3.00781E-03
+7.47000E-03,+481.19531E-03,-820.31E-06
+7.48000E-03,+481.74219E-03,+2.46094E-03
+7.49000E-03,+481.19531E-03,+0.0E+00
+7.50000E-03,+481.19531E-03,+1.36719E-03
+7.51000E-03,+482.83594E-03,+2.46094E-03
+7.52000E-03,+480.92188E-03,+273.44E-06
+7.53000E-03,+482.56250E-03,+3.55469E-03
+7.54000E-03,+480.92188E-03,+0.0E+00
+7.55000E-03,+481.74219E-03,+3.55469E-03
+7.56000E-03,+482.01563E-03,+1.09375E-03
+7.57000E-03,+480.92188E-03,+1.64063E-03
+7.58000E-03,+482.28906E-03,+2.46094E-03
+7.59000E-03,+480.64844E-03,+546.88E-06
+7.60000E-03,+481.74219E-03,+3.55469E-03
+7.61000E-03,+481.46875E-03,+0.0E+00
+7.62000E-03,+482.01563E-03,+3.28125E-03
+7.63000E-03,+482.01563E-03,+1.36719E-03
+7.64000E-03,+480.92188E-03,+1.91406E-03
+7.65000E-03,+482.28906E-03,+2.46094E-03
+7.66000E-03,+481.74219E-03,+546.88E-06
+7.67000E-03,+482.01563E-03,+2.73438E-03
+7.68000E-03,+482.01563E-03,+273.44E-06
+7.69000E-03,+481.46875E-03,+3.00781E-03
+7.70000E-03,+482.28906E-03,+1.09375E-03
+7.71000E-03,+481.46875E-03,+1.91406E-03
+7.72000E-03,+482.56250E-03,+2.18750E-03
+7.73000E-03,+481.46875E-03,+273.44E-06
+7.74000E-03,+481.46875E-03,+3.00781E-03
+7.75000E-03,+481.74219E-03,+273.44E-06
+7.76000E-03,+481.19531E-03,+3.00781E-03
+7.77000E-03,+482.28906E-03,+1.09375E-03
+7.78000E-03,+481.46875E-03,+1.91406E-03
+7.79000E-03,+481.46875E-03,+2.18750E-03
+7.80000E-03,+481.74219E-03,+1.64063E-03
+7.81000E-03,+481.46875E-03,+3.82813E-03
+7.82000E-03,+482.83594E-03,+1.36719E-03
+7.83000E-03,+482.01563E-03,+3.82813E-03
+7.84000E-03,+482.28906E-03,+1.36719E-03
+7.85000E-03,+482.01563E-03,+2.73438E-03
+7.86000E-03,+481.46875E-03,+2.46094E-03
+7.87000E-03,+482.83594E-03,+1.36719E-03
+7.88000E-03,+481.74219E-03,+3.00781E-03
+7.89000E-03,+482.83594E-03,+820.31E-06
+7.90000E-03,+481.74219E-03,+3.55469E-03
